onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.00833757	5	1	0	19.55	174	16.53	144
30.012560004	5	1	0	18.11	22	19.17	152
41.017557832	5	1	0	16.84	92	11.6	10
56.022409624	5	2	0	36.21	24	38.98	70
67.027201787	5	2	0	31.71	23	34.57	27
78.035086892	5	2	0	20.31	159	19.19	27
93.039701758	5	2	0	8.21	94	10.28	112
106.04486535	5	1	0	31.87	164	18.52	33
119.050784583	5	1	0	35.88	23	39.57	161
132.057508037	5	2	0	26.43	169	23.71	27
143.064704088	5	2	0	17.88	35	25.32	114
158.071890875	5	2	0	5.81	117	7.46	134
171.075018299	5	2	0	25.99	4	39.76	175
186.079564729	5	2	0	0.86	164	26.83	175
197.085724293	5	2	0	18.48	53	26.37	101
218.09553971	5	2	1	25.99	4	39.76	175
233.100170982	5	1	1	28.74	105	26.13	29
248.103767729	5	2	1	4.01	129	15.34	171
261.107924193	5	1	1	31.02	141	26.69	106
272.112542315	5	2	1	18.48	53	26.37	101
283.119518213	5	2	1	32.75	37	35.72	83
296.123596631	5	2	1	9.58	70	12.47	107
307.128512112	5	1	1	23.2	149	21.75	11
322.135237411	5	1	1	12.44	47	2.86	32
337.140994225	5	2	1	21.57	1	38.18	77
350.145594112	5	1	1	34.14	116	33.56	42
361.151857414	5	1	1	3.85	151	3.13	132
372.15873952	5	1	1	14.63	150	6.88	7
385.16408633	5	2	1	12.02	19	25.79	172
400.169965723	5	1	1	18.14	23	18.77	165
