onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.008074818	5	1	1	21.63	80	35.02	139
30.013115271	5	1	1	24.54	49	16.12	44
41.015462947	5	1	1	18.08	15	19.96	116
52.018967933	5	2	1	35.05	177	10.21	70
67.02268533	5	2	1	7.68	86	23.64	144
82.026360919	5	1	1	11.63	30	3.1	11
95.029002262	5	2	1	34.32	151	20.8	32
110.033099795	5	2	1	34.19	160	28.63	43
121.037027777	5	2	1	10.27	151	6.14	26
134.039739795	5	1	1	13.26	86	18.45	158
149.044212892	5	2	1	15.91	143	15.16	42
164.047744236	5	1	1	36.99	176	4.1	71
177.052707524	5	1	1	21.65	23	33.69	97
188.057524936	5	2	1	1.96	4	22.17	153
201.062225078	5	1	1	19.27	36	30.07	145
218.067553733	5	1	0	20.75	139	5.1	64
229.071555158	5	1	0	23.58	96	10.78	89
244.076394022	5	2	0	24.46	59	26.94	83
259.082330057	5	1	0	18.62	144	13.43	127
272.083984479	5	1	0	32.06	148	12.13	22
283.088248693	5	2	0	31.18	49	39.68	121
296.093831897	5	2	0	26.83	178	25.81	47
309.096731241	5	1	0	39.66	132	21.74	48
320.102589328	5	1	0	39.72	134	34.98	59
335.106795902	5	2	0	13.26	86	18.45	158
348.112456339	5	2	0	17.91	28	33.71	67
359.115738493	5	2	0	6.02	19	33.59	138
374.120917323	5	1	0	21.92	36	19.63	18
385.12466442	5	2	0	16.55	49	37.78	138
400.128691938	5	1	0	39.25	142	21.09	105
