onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.008548542	5	1	1	34.85	104	7.39	51
30.011775262	5	1	1	26.63	65	28.84	166
41.014392348	5	1	1	32.67	128	34.72	157
56.018085288	5	1	1	10.48	38	32.94	148
71.020273358	5	2	1	39.72	134	34.98	59
86.027215624	5	1	1	21.49	75	38.21	154
99.03066817	5	1	1	12.23	25	21.01	96
110.032480504	5	1	1	16.55	49	37.78	138
123.037031464	5	1	1	25.82	120	7.73	94
136.039735839	5	2	1	24.73	89	18.22	38
147.044557797	5	2	1	15.24	123	11.97	12
158.0505641	5	1	1	20.75	139	5.1	64
169.056059827	5	1	1	21.21	37	23.44	100
184.058175631	5	1	1	22.25	108	33.44	130
199.062948106	5	1	1	22.77	41	26.92	128
218.066784716	5	1	0	34.19	160	28.63	43
233.071613417	5	2	0	18.59	21	28.1	122
248.076533197	5	1	0	39.45	122	34.76	20
259.08191344	5	1	0	28.22	25	23.93	4
272.087396101	5	2	0	10.48	38	32.94	148
287.091539115	5	2	0	21.49	75	38.21	154
300.097507952	5	2	0	19.27	36	30.07	145
311.102795388	5	2	0	13.61	13	15.9	140
324.108476849	5	1	0	35.05	177	10.21	70
339.112136871	5	1	0	34.32	151	20.8	32
350.116342344	5	2	0	1.14	30	13.48	34
363.119043103	5	2	0	23.11	32	32.85	126
374.12489884	5	1	0	23.93	137	13.31	87
389.128866942	5	2	0	7.9	112	17.63	150
402.133524054	5	1	0	12.03	30	4.35	25
