onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.005375611	5	2	0	21.84	22	32.37	106
32.011944966	5	1	0	38.45	172	31.99	131
45.014544148	5	1	0	15.01	121	10.71	25
58.01956263	5	1	0	35.81	143	23.24	0
69.024008413	5	2	0	10.81	114	19.33	150
84.029638377	5	1	0	27.32	145	13.41	72
95.032875788	5	2	0	12.51	43	27.32	70
108.036615692	5	1	0	15.24	123	11.97	12
123.041821397	5	2	0	26.69	164	35.65	173
138.045504819	5	2	0	21.63	80	35.02	139
149.050706357	5	2	0	21.65	23	33.69	97
162.054023558	5	2	0	27.61	178	27.41	77
173.057911876	5	2	0	28.34	53	34.87	153
184.062916896	5	2	0	29.43	146	27.44	62
197.066477911	5	1	0	31.56	141	12.11	49
218.072809635	5	2	1	22.79	161	22.36	94
229.076097767	5	1	1	18.62	144	13.43	127
244.081734202	5	1	1	30.08	18	31.47	167
257.085924956	5	1	1	23.58	96	10.78	89
268.088706425	5	2	1	1.14	30	13.48	34
283.093994382	5	2	1	35.81	143	23.24	0
294.097980951	5	1	1	18.59	21	28.1	122
309.103410936	5	2	1	39.25	142	21.09	105
322.108335216	5	2	1	2.83	30	9.88	162
333.111399463	5	2	1	3.82	46	12.8	156
346.115606651	5	2	1	39.66	132	21.74	48
359.121042326	5	2	1	20.38	156	9	11
374.124772326	5	1	1	26.82	87	11.53	70
385.129133526	5	2	1	37.27	136	35.98	100
400.133249753	5	2	1	28.99	92	21.56	20
