onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.006724542	5	2	0	10.76	28	30.42	129
28.008787002	5	2	0	20.23	117	18.34	55
39.011165709	5	1	0	21.39	63	16.07	56
52.014458379	5	1	0	19.91	144	5.21	13
67.01937557	5	2	0	39.92	134	37.06	27
78.022227145	5	2	0	4.23	30	15.87	115
93.02737548	5	1	0	7.51	48	14.55	158
106.032536724	5	1	0	25.84	7	34.61	154
119.037189863	5	2	0	22.52	74	18.87	13
134.043597873	5	1	0	20.47	137	2.76	13
147.046066903	5	2	0	22.87	39	30.1	150
160.050566557	5	1	0	34.82	114	21.89	93
175.056047202	5	1	0	21.19	64	7.29	20
190.060094088	5	2	0	5.8	5	35.59	102
201.064288525	5	2	0	15.18	111	23.1	135
218.071873075	5	1	1	9.68	21	13.55	49
233.077439609	5	1	1	27.85	32	32.88	140
244.08404967	5	2	1	17.68	171	15.6	76
257.088570361	5	1	1	15.63	120	22.39	138
270.092332583	5	1	1	34.33	166	0.35	81
283.096070076	5	1	1	7.51	48	14.55	158
296.099866561	5	2	1	32.71	148	19.91	38
311.104640739	5	2	1	38.28	144	31.43	74
326.10959927	5	1	1	15.36	30	34.37	85
339.114692436	5	1	1	32.84	55	39.54	102
350.116813258	5	2	1	38.12	177	34.14	64
361.123683541	5	1	1	10.76	28	30.42	129
372.128873549	5	2	1	36.13	172	6.14	4
387.13405811	5	2	1	14.16	151	4.18	23
402.14170729	5	1	1	21.31	102	22.66	127
