onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.005750444	5	2	0	5.73	31	22.45	174
32.012578847	5	1	0	37.21	175	23.08	100
43.018322073	5	2	0	20.02	50	16.54	8
54.022242685	5	2	0	5.71	95	19.47	113
65.025068816	5	1	0	9.68	21	13.55	49
76.030487701	5	1	0	20.8	77	22.93	162
91.034997472	5	1	0	15.63	120	22.39	138
104.038806684	5	1	0	25.55	18	27.88	87
117.042035297	5	1	0	21.71	65	23.13	147
132.044594637	5	1	0	12.37	85	1.86	21
143.048588704	5	2	0	4.01	11	37.42	153
158.053116151	5	2	0	4.16	18	39.33	156
171.058778214	5	1	0	20.47	6	25.34	36
184.062920224	5	1	0	34.33	166	0.35	81
197.065806953	5	1	0	26.64	54	22.5	44
218.070612649	5	1	1	22.87	39	30.1	150
233.073115932	5	2	1	23.83	105	13.06	33
244.078604283	5	2	1	39.93	77	17.38	23
257.080081896	5	2	1	37.39	142	31.83	45
270.082544787	5	1	1	15.41	62	27.22	108
281.086657336	5	2	1	23.79	117	11.41	68
292.093194026	5	2	1	25.45	147	9.93	70
307.095503465	5	2	1	20.45	68	8.9	44
322.100476666	5	2	1	20.05	86	15.33	31
333.105297737	5	1	1	21.71	65	23.13	147
348.111503042	5	2	1	26.13	134	19.78	60
361.115315569	5	2	1	37.17	177	29.46	37
372.118668085	5	1	1	5.67	66	26.27	125
387.123360907	5	2	1	37.84	128	26.95	59
400.126101579	5	2	1	1.17	70	16.25	166
