onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.007614682	5	2	1	15.26	161	12.39	3
30.01360217	5	1	1	25.55	18	27.88	87
43.018200851	5	1	1	5.8	5	35.59	102
54.021927242	5	1	1	33.62	177	19.29	136
65.02673393	5	1	1	32.42	70	34.22	156
80.02926685	5	2	1	29.57	163	29.37	83
93.033510977	5	1	1	15.72	97	24.09	139
104.039144815	5	2	1	20.23	117	18.34	55
115.043232367	5	2	1	30.44	126	26.36	17
128.047044455	5	1	1	34.24	179	15.61	122
143.051791806	5	2	1	20.91	96	10.95	52
158.057242476	5	2	1	31.61	89	26.07	36
171.061295766	5	1	1	5.73	31	22.45	174
182.06440862	5	1	1	34.31	99	23.67	79
197.07060585	5	2	1	22.52	74	18.87	13
218.077016707	5	2	0	29.74	142	25.95	51
231.082787264	5	1	0	32.42	70	34.22	156
246.085547535	5	2	0	31.57	177	26.88	19
261.091607299	5	1	0	39.93	77	17.38	23
272.097248715	5	1	0	27.33	29	32.64	140
285.101355365	5	2	0	20.97	51	39.64	104
296.104072538	5	2	0	15.72	97	24.09	139
311.107253732	5	1	0	33.62	177	19.29	136
326.110014433	5	2	0	25.13	6	35.41	32
339.11264372	5	2	0	2.4	26	10.38	32
350.117257421	5	2	0	1.01	87	21.74	135
363.119451137	5	1	0	19.96	143	4.97	104
374.124874197	5	2	0	13.21	179	9.7	0
385.130199263	5	1	0	20.02	62	7.41	12
398.134661654	5	2	0	38.28	144	31.43	74
