onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.006474634	5	2	1	29.42	153	15.89	53
30.011192118	5	1	1	32.29	46	35.68	178
45.015663203	5	1	1	26.47	47	30.88	137
60.01938459	5	2	1	25	43	39.88	71
75.022099686	5	1	1	13.65	85	24.2	147
86.026796382	5	2	1	3.42	13	21.17	169
97.032805154	5	1	1	21.7	22	28.77	129
110.035154467	5	1	1	23.9	27	29.03	120
121.039249533	5	1	1	23.21	124	6.43	46
134.043409109	5	2	1	30.92	12	39.72	30
149.048953053	5	1	1	31.37	109	30.44	105
162.052413781	5	1	1	26.95	5	31.23	23
177.058018383	5	2	1	18.49	142	28.96	160
190.063211052	5	1	1	17.59	26	23.65	124
201.066011301	5	2	1	4.68	140	3.27	86
218.072818304	5	1	0	30.77	79	30.96	117
231.079951644	5	2	0	13.68	90	31.33	178
244.084667358	5	1	0	21.52	52	14.37	51
257.089890056	5	2	0	20.57	41	32.97	118
270.095160482	5	1	0	28.62	17	30.21	61
285.099225679	5	2	0	4.68	140	3.27	86
300.102162553	5	2	0	4.98	105	17.93	147
311.104917111	5	2	0	13.33	152	15.74	160
326.109501695	5	2	0	3.15	58	10	72
337.114931972	5	2	0	7.38	142	8.49	144
348.121797423	5	1	0	8.15	160	5.14	25
359.125365072	5	2	0	7.61	37	16.7	162
374.128216068	5	1	0	27.68	26	27.98	81
385.13573994	5	2	0	20.01	47	28.3	81
398.140218697	5	1	0	34.7	0	35.14	16
