onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.005333761	5	1	0	33.89	113	2.63	8
28.011103794	5	2	0	31.44	131	27.2	30
43.01471771	5	2	0	25.79	100	24.05	74
58.020337829	5	1	0	29.56	110	27.16	98
69.021870986	5	1	0	29.42	153	15.89	53
82.026198922	5	2	0	2.48	121	2.34	5
93.028218126	5	2	0	23.16	180	17.96	95
104.03209512	5	2	0	10.97	35	18.47	171
115.035769957	5	1	0	16.96	155	2.38	13
128.038193634	5	1	0	26.47	47	30.88	137
141.040145005	5	2	0	22.08	15	29.83	112
154.044070906	5	1	0	36.81	152	10.73	16
169.048408623	5	2	0	26.68	55	35.52	58
182.053037399	5	2	0	23.34	28	38.91	77
197.057362623	5	2	0	30.81	114	34.18	128
218.06453538	5	1	1	10.81	36	17.61	167
231.06809153	5	1	1	26.92	59	14.19	33
242.072723206	5	2	1	27.47	179	20.17	140
257.077091446	5	1	1	16.2	123	18.94	178
272.082435763	5	1	1	22.08	15	29.83	112
285.08623614	5	2	1	25.79	100	24.05	74
300.091118288	5	2	1	23.16	180	17.96	95
313.096208407	5	2	1	26.15	105	25.93	17
324.099621444	5	2	1	37.67	165	35.98	52
335.103862054	5	1	1	33.15	43	24.73	40
348.108235558	5	1	1	14.86	10	15.14	86
361.111706044	5	2	1	14.06	119	11.37	50
372.115817076	5	2	1	3.28	73	19.42	165
387.121329292	5	2	1	7.57	153	7.45	37
398.127468126	5	1	1	33.89	113	2.63	8
