onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.008093001	5	2	1	18.63	151	18.56	78
32.011113678	5	2	1	18.01	163	17.54	76
45.016268293	5	1	1	37.58	154	28.68	69
56.020616738	5	1	1	33.85	151	24.78	94
69.024217846	5	1	1	14.46	170	3.26	168
84.030213946	5	1	1	11.85	59	17.52	120
97.03425033	5	1	1	10.57	129	1.52	13
108.038286981	5	2	1	22.69	110	30.45	145
119.042253156	5	1	1	34.02	147	25.75	87
134.045989871	5	1	1	30.04	120	21.46	108
147.05459987	5	2	1	29.47	111	28.51	38
162.058394756	5	2	1	27.79	68	30.51	149
173.061532414	5	1	1	17.4	111	15.33	14
186.064950842	5	1	1	24.7	171	21.57	144
201.069231312	5	2	1	25.77	83	30.6	166
218.075384334	5	2	0	20.94	125	22.9	135
233.078688935	5	1	0	37.58	154	28.68	69
244.081149312	5	1	0	15.77	11	16.42	153
259.087285071	5	1	0	28.66	143	16.37	53
270.091741797	5	1	0	37	160	11.62	136
285.097803301	5	2	0	17.11	15	21.58	47
300.101351867	5	2	0	1.58	0	7.34	114
313.104718414	5	1	0	20.29	72	21.64	160
326.109364531	5	2	0	10.78	104	20.25	120
339.11192642	5	1	0	34.06	94	18.89	83
350.115546936	5	2	0	29.47	111	28.51	38
361.121089838	5	1	0	13.75	0	15.06	179
374.12468943	5	1	0	24.7	171	21.57	144
389.128390265	5	1	0	21.23	25	21.67	89
400.131469416	5	1	0	29.53	156	12.51	23
