onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.007910801	5	1	1	30.54	27	31.61	116
28.012260099	5	2	1	14.53	36	24.36	68
41.01484028	5	1	1	14.14	100	11.74	31
56.018316525	5	2	1	24.99	56	30.25	175
67.020848012	5	2	1	39.9	162	39.16	21
82.025620686	5	2	1	22.77	114	32.21	132
97.02970241	5	2	1	23.86	80	28.58	173
112.034023018	5	2	1	15.02	11	19.97	24
125.038031058	5	1	1	19.25	164	12.31	104
138.040146225	5	1	1	29.18	6	31.59	171
153.045099061	5	1	1	29.38	158	3.34	10
164.051234343	5	2	1	13.85	36	29.21	176
177.056199564	5	1	1	18.61	147	12.43	117
188.060741215	5	1	1	16.71	125	5.45	65
199.064339372	5	1	1	15.77	11	16.42	153
218.069581861	5	2	0	22.69	110	30.45	145
229.071889126	5	2	0	23.86	80	28.58	173
244.07535676	5	2	0	7.57	8	32.57	98
255.080256972	5	1	0	29.72	174	6.8	136
268.08338747	5	1	0	34.13	18	36.02	133
283.086005397	5	1	0	9.18	120	5.83	7
298.092590434	5	2	0	22.84	126	28.56	128
313.095445873	5	1	0	25.83	64	26.64	118
326.098153316	5	2	0	35.12	107	33.59	2
337.103538026	5	2	0	16.55	3	31.66	176
352.106373961	5	2	0	17.4	111	15.33	14
365.11411871	5	1	0	27.79	68	30.51	149
378.12148376	5	1	0	39.84	160	36.08	156
389.124748235	5	1	0	30.34	63	21.11	2
400.127840961	5	2	0	30.15	86	37.08	126
