onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.009296152	5	1	0	19.89	156	7.31	94
28.012666606	5	2	0	15.69	109	27.9	116
43.017173183	5	1	0	30.45	58	23.36	21
56.019844637	5	1	0	32.48	85	29.49	53
67.02275374	5	1	0	22.13	144	15.7	24
82.030114087	5	2	0	22.58	79	32.93	130
97.033496511	5	1	0	25.88	165	19.64	19
112.035714991	5	1	0	31.75	156	24.94	70
123.038935848	5	1	0	34.62	140	16.21	138
136.042523406	5	2	0	15.57	26	31.2	129
149.046458988	5	1	0	24.63	61	20.66	22
164.050249466	5	1	0	18.31	154	5.77	111
177.053198067	5	1	0	29.22	135	3.87	54
188.056202829	5	2	0	7.73	108	19.73	113
199.060663863	5	1	0	27.89	50	11.39	12
218.066830336	5	1	1	21.69	8	24.98	26
233.071574487	5	1	1	29.22	135	3.87	54
246.078112901	5	2	1	6.2	67	32.29	157
259.083072774	5	2	1	15.69	109	27.9	116
272.087069777	5	1	1	25.27	66	14.29	45
285.091698666	5	1	1	5.24	132	0.97	104
296.096303916	5	1	1	20.66	8	30.04	142
307.099230264	5	1	1	15.57	26	31.2	129
322.104354255	5	1	1	27.89	50	11.39	12
337.110363259	5	2	1	36.09	97	27.19	0
348.113206554	5	2	1	33.45	171	27	58
359.117980105	5	1	1	13.49	6	20.72	152
372.119146668	5	1	1	2.1	113	4.36	179
383.12446731	5	2	1	6.45	12	38.91	126
398.12726628	5	1	1	20.78	38	24.8	123
