onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.007087992	5	2	1	28.37	72	25.34	24
30.010747769	5	1	1	3.74	4	16.08	178
41.017639843	5	2	1	3.11	55	19.86	138
52.021945817	5	1	1	5.96	23	27.82	174
65.024894748	5	1	1	15.5	70	36.54	162
76.028893173	5	1	1	21.99	119	3.84	48
91.033452046	5	1	1	16.35	23	22.36	128
104.035212454	5	2	1	33.25	91	17.72	43
119.037355089	5	2	1	35.94	155	30.02	48
132.041614777	5	2	1	38.52	169	36.96	68
147.045642381	5	1	1	34.67	152	8.45	115
162.049926597	5	2	1	8.5	32	38.95	129
175.054611939	5	2	1	7.73	108	19.73	113
186.057458743	5	2	1	12.82	138	4.44	23
201.059752591	5	1	1	27.91	42	38.74	138
218.065075191	5	2	0	4.43	14	18.88	72
233.069721227	5	2	0	12.28	9	19.04	63
244.07381781	5	2	0	13.49	6	20.72	152
257.076664562	5	2	0	36.09	97	27.19	0
268.08061211	5	2	0	17.78	61	36.73	100
283.08397524	5	2	0	7	37	13.62	171
296.085769263	5	2	0	18.66	40	29.84	110
309.092096121	5	2	0	2.1	113	4.36	179
320.097254001	5	2	0	33.56	65	36.8	142
333.100994702	5	1	0	14.94	107	1.46	21
346.105163607	5	1	0	12.06	150	4.81	87
361.110251279	5	1	0	16.87	151	2.09	40
376.114397839	5	2	0	10.19	34	23.14	160
391.118095028	5	1	0	30.09	152	20.32	134
402.122875871	5	2	0	16.35	23	22.36	128
