onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.006313842	5	1	1	16.31	132	12.65	21
32.009432244	5	1	1	28.97	157	22.82	51
45.014264447	5	2	1	15.14	47	25.93	168
56.018571147	5	1	1	23.87	52	16.92	12
67.022291838	5	1	1	34.29	63	16.4	34
80.026332729	5	2	1	30.89	114	30.48	20
95.031460511	5	2	1	30.97	30	38.91	130
106.034925397	5	2	1	36.58	110	36.03	22
119.038178919	5	2	1	14.34	19	27.01	169
134.040958869	5	2	1	12.35	17	16.42	153
145.044522714	5	1	1	27.57	131	19.2	117
160.048633744	5	2	1	35.72	70	39.25	178
171.0525844	5	2	1	21.56	16	27.53	154
184.057328013	5	1	1	29.37	153	25.72	35
199.06159896	5	2	1	17.14	109	21.41	125
218.06630875	5	2	0	21.95	150	20.51	4
229.068292071	5	2	0	25.74	123	21.75	58
240.070009392	5	1	0	16.43	32	9.99	19
251.073508842	5	2	0	13.51	143	19.06	149
264.074885895	5	2	0	7.28	2	23.86	68
275.079734734	5	2	0	26.43	56	33.89	93
286.084609137	5	2	0	17.67	34	30.71	143
301.087928458	5	1	0	27.25	90	14.42	2
314.092050166	5	1	0	10.33	50	13.35	149
329.09694092	5	2	0	29.37	153	25.72	35
342.102183204	5	2	0	17.14	109	21.41	125
355.106343499	5	2	0	14.68	144	14.08	34
370.10948748	5	1	0	27.57	131	19.2	117
383.113380092	5	1	0	23.21	131	10.99	51
398.117185716	5	1	0	23.72	61	24.17	166
