onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.005679185	5	2	0	27.57	165	27.78	168
28.009478779	5	1	0	32.54	32	29.04	23
41.014850012	5	2	0	16.14	167	15.83	49
56.020843133	5	1	0	15.41	103	12.45	97
67.02338103	5	2	0	36.25	149	34.06	14
80.028369705	5	2	0	3.15	52	10.19	145
91.032058613	5	2	0	39.63	33	38.31	13
104.03843464	5	2	0	28.29	163	27.3	45
115.043324792	5	2	0	16.41	133	15.53	42
130.045777219	5	2	0	5.89	103	3.87	84
145.049631405	5	2	0	6.34	58	10.64	72
160.053824774	5	1	0	35.38	51	38.12	157
171.058738925	5	2	0	16.51	150	27.52	174
186.063466358	5	1	0	13.91	11	14.19	94
199.068943455	5	2	0	23.86	33	36.54	91
218.078926109	5	2	1	16.14	167	15.83	49
231.082157314	5	1	1	23.33	140	6.92	56
244.087084089	5	1	1	10.25	42	10.4	178
255.091034877	5	2	1	25.8	41	33.84	63
270.096230767	5	1	1	7.43	80	8.08	101
281.100299255	5	2	1	28.53	11	35.41	14
296.105734665	5	2	1	19.72	13	24.19	49
309.109343618	5	2	1	12.8	74	15.15	111
320.114020091	5	1	1	35.91	140	33.14	103
335.119631611	5	1	1	28.7	88	28.86	156
346.124995267	5	1	1	15.25	171	5.64	81
361.129652064	5	2	1	5.05	4	12.81	13
376.135974232	5	2	1	10.76	135	10.61	103
389.140262446	5	1	1	15.31	147	8.52	84
402.1440525	5	1	1	12.06	90	9.17	84
