onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.005586691	5	2	1	21.95	150	20.51	4
28.008140536	5	2	1	13.51	143	19.06	149
39.012293238	5	2	1	26.43	56	33.89	93
54.018872041	5	1	1	32.54	32	29.04	23
69.021905479	5	2	1	17.67	34	30.71	143
80.026204335	5	1	1	5.89	103	3.87	84
91.032942168	5	1	1	19.91	84	20.26	159
104.034521726	5	1	1	32.17	111	14.93	52
117.039375398	5	1	1	29.5	121	22.82	95
132.044797022	5	2	1	27.75	24	38.35	72
145.04664045	5	2	1	0.64	78	15.98	82
158.050930965	5	1	1	36.41	154	32.22	4
173.055647625	5	2	1	14.68	144	14.08	34
184.062279323	5	1	1	33.4	48	23.7	16
199.068271674	5	2	1	28.88	44	30.03	159
218.075295165	5	2	0	25.51	116	24.84	59
233.083609149	5	2	0	20.88	80	16.53	9
244.08761408	5	1	0	15.31	147	8.52	84
255.093476104	5	2	0	0.64	78	15.98	82
270.099523782	5	1	0	38.81	94	27.98	54
283.105055317	5	1	0	12.35	17	16.42	153
294.108407397	5	2	0	24.49	180	23.87	124
307.112496502	5	2	0	9.04	93	20.38	155
318.11558524	5	2	0	13.72	66	13.51	9
329.120119281	5	1	0	33.19	79	4.6	0
342.125419351	5	2	0	10.91	82	11.65	84
357.129639156	5	2	0	30.94	145	29.06	100
372.13540895	5	1	0	12.29	148	6.3	94
385.140715666	5	1	0	35.72	70	39.25	178
398.144731319	5	2	0	1.09	57	12.08	120
