onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.007391255	5	2	0	15.14	47	25.93	168
30.011532421	5	2	0	25.8	41	33.84	63
41.01360244	5	2	0	36.1	159	33.93	15
52.019551426	5	1	0	38.66	100	26.57	24
63.022904419	5	2	0	36.41	154	32.22	4
76.027178585	5	2	0	29.95	157	31.41	167
91.031195351	5	1	0	32.46	46	32.18	42
104.035408231	5	1	0	28.88	44	30.03	159
117.038795306	5	2	0	29.54	142	27.76	6
132.044725898	5	1	0	33.4	48	23.7	16
147.048701548	5	1	0	38.31	139	20.32	134
158.052761027	5	1	0	18.77	119	14.21	89
173.058076162	5	1	0	12.78	113	10.88	93
186.061764853	5	2	0	35.91	140	33.14	103
197.066215197	5	2	0	8.11	92	14.34	157
218.074366824	5	1	1	38.81	94	27.98	54
229.07724695	5	1	1	33.19	79	4.6	0
244.082339352	5	1	1	15.53	8	16.14	41
259.087968902	5	2	1	7.28	2	23.86	68
270.092618046	5	1	1	38.31	139	20.32	134
281.096787065	5	2	1	27.57	165	27.78	168
296.102450446	5	2	1	3.15	52	10.19	145
309.108031007	5	1	1	16.39	14	16.57	99
324.111412592	5	1	1	23.72	61	24.17	166
337.116529434	5	2	1	12.25	102	16.44	142
348.121575613	5	1	1	20.88	80	16.53	9
361.123502978	5	2	1	20	165	19.64	7
372.127476136	5	2	1	8.8	55	14.66	127
385.129535147	5	2	1	24.49	180	23.87	124
400.135144562	5	2	1	23.93	6	34.11	16
