onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.007483929	5	2	0	18.66	57	19.33	133
30.009525638	5	2	0	23.29	6	24.22	16
41.01205356	5	1	0	29.05	41	38.28	73
54.015828113	5	1	0	31.44	138	5.44	64
69.018191616	5	2	0	37.66	124	25.9	62
84.021249989	5	1	0	9.4	58	17.45	129
97.024784094	5	1	0	32.07	124	10.43	38
108.02899072	5	2	0	4.63	110	31.83	162
123.033767267	5	1	0	23.5	2	34.67	158
134.038187019	5	2	0	12.7	106	29.7	172
145.042257599	5	2	0	24.94	71	24.57	12
160.047390844	5	1	0	7.33	16	38.91	128
173.05067676	5	2	0	21.2	104	13.83	97
184.054306324	5	2	0	28.83	46	34.79	106
197.057208707	5	1	0	5.96	14	34.64	132
218.062575131	5	1	1	6.44	24	30.66	103
233.068512319	5	2	1	36.11	79	33.7	32
244.074283933	5	1	1	4.63	110	31.83	162
257.08027954	5	1	1	25.78	23	38.63	141
270.083516067	5	1	1	23.11	139	4.94	102
283.086131646	5	2	1	32.07	124	10.43	38
296.090730982	5	1	1	36.28	112	24.92	49
307.095070655	5	1	1	13.37	8	21.7	167
320.101679223	5	1	1	26.31	118	32.12	133
335.104728164	5	1	1	37.36	177	36.88	106
350.109701289	5	1	1	18.66	57	19.33	133
361.113495721	5	1	1	19.64	75	35.26	175
372.11508271	5	1	1	21.04	64	18.38	10
387.118638784	5	1	1	32.49	125	9.33	47
398.121269298	5	1	1	10.47	22	30.36	68
