onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.010152064	5	1	0	21.83	133	4.56	40
30.014357118	5	2	0	6.03	87	15.3	161
41.018759616	5	1	0	21.82	62	29.69	103
56.025253619	5	2	0	26.95	49	26.7	7
71.029439001	5	2	0	29.16	155	29.12	16
84.032123189	5	2	0	16.26	134	14.86	70
97.035416445	5	1	0	14.37	61	6.07	35
110.041237128	5	1	0	29.9	174	8.5	86
121.046279523	5	2	0	10.88	10	17.73	39
136.050228258	5	2	0	7.22	66	28.27	117
151.053020487	5	2	0	11.01	143	17.27	170
162.05704969	5	1	0	5.97	134	4.31	116
175.060304283	5	1	0	30.08	55	5.57	43
190.062695411	5	2	0	8.35	139	3.74	1
201.067793087	5	1	0	28.48	133	12.77	71
218.075095947	5	2	1	32.66	151	9.63	33
233.078736986	5	1	1	37.01	147	39.74	168
246.082579671	5	1	1	22.7	138	10.3	90
257.087086845	5	1	1	30.25	56	7.45	0
272.092958333	5	2	1	8.35	139	3.74	1
285.097217284	5	2	1	15.87	41	33.83	88
298.101620934	5	2	1	11.96	66	4.73	4
311.107045184	5	2	1	12.16	90	3.54	21
326.110213668	5	1	1	37.55	80	3.27	73
341.115765511	5	1	1	17.78	145	17.9	173
356.121109898	5	1	1	37.63	125	13.88	43
369.124292233	5	1	1	20.58	35	27.6	176
380.128082814	5	1	1	31.32	129	9.69	112
391.132858268	5	1	1	25.99	126	13.14	102
402.138447496	5	1	1	15.28	58	10.66	18
