onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.008733661	5	1	1	22.55	149	18.58	46
28.010323665	5	1	1	33.34	137	29.77	132
41.014805135	5	2	1	37.39	57	38.99	169
54.018192478	5	2	1	1.7	49	15.88	106
69.023854665	5	2	1	37.95	5	39	30
80.02701802	5	2	1	29.86	23	35.84	77
95.031166249	5	1	1	2.35	56	0.48	1
110.038024615	5	2	1	35.64	38	37.34	154
121.041440067	5	1	1	29.08	134	9.55	75
136.045112457	5	1	1	25.32	168	9.18	97
147.04896151	5	2	1	7.74	16	24.37	78
160.053128778	5	1	1	28.61	74	17.71	58
171.059374641	5	1	1	34.29	154	24.17	88
184.064809703	5	2	1	34.6	27	35.05	165
199.071537796	5	1	1	29.05	159	9.66	119
218.076986629	5	2	0	5.14	30	26.25	138
231.080886649	5	2	0	29.25	132	29.17	57
242.08524225	5	1	0	2.35	56	0.48	1
257.087888909	5	1	0	33.09	148	20.92	107
272.092497869	5	1	0	33.55	31	26.01	28
283.094807768	5	2	0	13.08	143	11.17	45
294.097911416	5	1	0	25.08	120	2.22	98
305.100063608	5	1	0	39.61	107	32.38	77
320.105588817	5	1	0	25.95	35	31.15	73
333.110995124	5	1	0	29.08	134	9.55	75
346.117162053	5	1	0	26.27	20	26.75	166
359.124358644	5	2	0	16.34	93	28.17	137
372.128795284	5	2	0	14.4	9	26.06	37
383.13337503	5	1	0	36.27	92	36.72	134
398.137769372	5	2	0	0.63	19	11.43	135
