onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.006248905	5	1	0	17.69	67	21.31	154
28.008930869	5	2	0	10.76	20	20.32	137
39.012709895	5	1	0	32.82	85	22.23	30
54.017571628	5	1	0	11.98	79	1.08	45
69.023597531	5	1	0	28.97	156	9.71	134
84.029328377	5	1	0	6.13	36	9.66	124
99.03465422	5	2	0	20.54	122	27.69	173
112.038440646	5	1	0	17.43	8	17.47	136
125.043462728	5	2	0	37.16	108	39.63	153
136.05002535	5	1	0	29.44	119	22.36	89
147.053257324	5	2	0	10.46	90	8.69	32
162.057625318	5	1	0	37.74	84	12.39	80
173.059854894	5	2	0	13.99	26	31.58	128
186.064201209	5	2	0	13.78	27	23.87	38
199.068891266	5	2	0	0.7	123	8.08	145
218.076970374	5	1	1	15.61	51	15.8	66
233.082024421	5	2	1	39.22	100	38.05	2
244.085284021	5	2	1	4.53	16	13.76	121
255.087683245	5	1	1	20.28	11	21.16	173
266.09311853	5	2	1	26.9	76	32.91	164
281.09797616	5	1	1	28.06	164	14.96	14
294.101751285	5	2	1	19.16	151	18.75	29
305.107245653	5	2	1	32.53	130	31.42	12
318.110095882	5	1	1	10.46	90	8.69	32
333.11150103	5	2	1	4.12	27	9.26	135
346.116155563	5	1	1	15.85	131	12.21	55
361.119776987	5	1	1	9.68	42	3.67	22
376.124031364	5	1	1	23.04	91	5.32	87
389.130016134	5	1	1	24.4	137	10.49	44
402.134395718	5	2	1	17.69	67	21.31	154
