onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.005956033	5	2	0	25.81	63	30.75	165
28.011347677	5	1	0	16.04	30	17.17	160
43.014115347	5	1	0	34.1	98	35.12	173
54.019101841	5	1	0	12.23	137	2.59	136
69.024397103	5	1	0	14.53	44	14.54	125
80.029605895	5	2	0	14.9	4	19.17	54
91.033040228	5	1	0	29.61	157	9.2	33
104.037919352	5	1	0	18.54	141	14.43	30
117.04310861	5	1	0	22.9	135	16.53	0
130.046881037	5	1	0	33.18	27	28.05	1
141.051606478	5	1	0	29.79	149	10.5	137
154.054513034	5	1	0	34.59	152	18.16	141
167.057342876	5	2	0	5.25	45	15.45	127
182.061346966	5	2	0	22.34	91	36.42	171
197.066154748	5	2	0	12.62	66	26.6	151
218.074297561	5	2	1	11.55	89	34.05	91
233.076884495	5	1	1	21.14	46	21.98	106
246.080813913	5	1	1	36.81	174	7.32	75
257.086513024	5	2	1	4.44	32	20.95	109
268.088861649	5	1	1	25.81	63	30.75	165
283.091870793	5	2	1	0.75	101	16.09	134
294.094337037	5	2	1	17.51	174	13.31	23
309.099390666	5	1	1	33.15	82	35.33	145
322.10510134	5	1	1	8.77	54	10.52	163
337.108069052	5	1	1	28.89	10	32.28	135
350.111611808	5	1	1	29.02	133	8.41	34
361.112651501	5	1	1	7.88	41	16.71	111
376.116049051	5	2	1	30.79	171	30.21	100
389.121936556	5	2	1	22.34	108	20.76	15
400.125794066	5	1	1	23.48	81	38.91	139
