onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.006016545	5	1	0	14.49	72	3.14	28
28.00942029	5	1	0	28.43	160	24.56	64
41.013844099	5	2	0	14.73	63	24.51	75
52.019007739	5	2	0	7.51	10	33.42	157
65.02524689	5	2	0	24.29	33	26.14	96
80.029460205	5	1	0	39.98	108	23.34	84
95.033295282	5	1	0	38.01	175	31.88	55
108.037218267	5	2	0	10.38	15	16.9	164
121.043674945	5	2	0	39.56	165	39.32	62
136.048367143	5	2	0	5.9	31	28.12	137
147.053215097	5	1	0	38.27	104	31.76	13
158.05701497	5	2	0	30.79	171	30.21	100
173.061090766	5	2	0	24.83	18	32.67	129
186.064675776	5	2	0	24.94	11	33.01	85
201.069267864	5	1	0	13.01	149	6.58	101
218.076014108	5	1	1	25.62	114	8.71	27
231.07986937	5	2	1	35.5	87	29.23	19
246.08220927	5	1	1	6.91	72	16.17	152
257.084842871	5	1	1	29.79	149	10.5	137
272.089955988	5	1	1	18.32	6	19.18	14
283.095010923	5	1	1	34.59	152	18.16	141
296.098067115	5	2	1	18.54	141	14.43	30
309.103664839	5	1	1	28.92	68	32.12	131
324.106826377	5	2	1	0.91	59	1.73	85
335.11077207	5	1	1	8.15	124	11.5	167
350.114904293	5	2	1	38.27	104	31.76	13
365.118977108	5	2	1	37.61	116	25.68	73
376.122172439	5	1	1	12.62	66	26.6	151
389.124677743	5	2	1	33.83	153	24.74	24
402.127607889	5	2	1	28.43	160	24.56	64
