onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.004325621	5	1	0	15.61	49	15.98	135
28.007388806	5	2	0	10.42	17	31.36	76
41.011824933	5	1	0	25.07	160	3.32	28
56.015249903	5	2	0	18.32	6	19.18	14
69.020440894	5	2	0	23.48	81	38.91	139
84.022616289	5	1	0	22.34	108	20.76	15
99.028439222	5	1	0	12.01	162	7.36	64
112.030662638	5	2	0	36.71	152	35.92	41
127.034779741	5	2	0	12.12	68	24.43	145
138.038210437	5	2	0	28.29	23	34.24	59
149.042033191	5	2	0	9.98	26	16.66	138
164.047246673	5	2	0	3.86	6	10.78	47
177.050958358	5	2	0	25.26	31	28.63	118
188.055589324	5	1	0	27.72	180	5.46	59
199.058805677	5	1	0	33.65	72	33.71	156
218.065661459	5	1	1	39.93	172	20.75	141
233.069873702	5	2	1	30.88	122	24.64	23
244.07547261	5	1	1	20.77	150	3.48	36
257.078002617	5	1	1	22.34	91	36.42	171
272.08390521	5	1	1	15.61	49	15.98	135
287.087128627	5	2	1	5.9	31	28.12	137
300.091383776	5	2	1	6.63	175	5.03	18
311.09619763	5	2	1	9.19	169	4.62	16
324.101138969	5	1	1	23.52	143	12.39	131
339.104674302	5	2	1	33.18	27	28.05	1
350.108530031	5	2	1	22.9	135	16.53	0
361.112637819	5	2	1	7.83	43	31.24	179
374.115511478	5	1	1	14.67	71	5.3	24
387.120249962	5	1	1	14.41	40	19.44	126
398.123985917	5	1	1	36.23	158	13.48	40
