onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.006144436	5	1	1	39.98	108	23.34	84
28.010214778	5	2	1	7.51	10	33.42	157
41.017318411	5	2	1	29.72	42	26.78	17
52.023083164	5	1	1	9.61	29	12.54	102
65.026387233	5	2	1	39.15	117	26.46	3
78.030096898	5	1	1	27.72	180	5.46	59
93.034759528	5	2	1	14.73	63	24.51	75
108.040650361	5	2	1	38.01	175	31.88	55
121.045932281	5	1	1	29.61	157	9.2	33
132.051245052	5	1	1	33.65	72	33.71	156
147.054308196	5	2	1	14.76	94	4.12	10
158.059561461	5	2	1	24.46	136	15.39	14
173.063360667	5	1	1	36.81	46	30.02	42
184.069322953	5	2	1	0.76	125	18.41	128
197.071778109	5	1	1	31.51	147	15.04	83
218.076588131	5	2	0	8.15	124	11.5	167
233.082149139	5	2	0	12.02	83	25.7	142
244.085430497	5	2	0	11.55	89	34.05	91
255.090171939	5	1	0	31.74	153	8.16	141
268.094237556	5	1	0	32.54	173	9.1	41
279.101083855	5	1	0	33.15	82	35.33	145
294.10500182	5	1	0	14.67	71	5.3	24
309.112854407	5	2	0	1.12	63	4.54	160
320.116109366	5	2	0	9.29	120	8.65	7
335.122409149	5	1	0	12.02	177	8.16	7
348.127708378	5	1	0	27.77	151	11.27	115
361.13325153	5	2	0	13.17	167	30.56	173
374.136079896	5	1	0	34.28	25	37.82	156
385.14049946	5	1	0	8.77	54	10.52	163
398.143769295	5	1	0	29.02	133	8.41	34
