onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.00536141	5	1	0	38.82	104	13.45	20
28.009187559	5	2	0	6.81	102	6.02	27
41.012635218	5	2	0	33.19	107	33.16	73
56.01568034	5	2	0	8.37	48	9.82	57
67.021620237	5	1	0	22.93	37	20.69	36
78.025341736	5	1	0	7.05	25	7.9	75
91.029785967	5	2	0	13.06	148	12.79	14
104.034364261	5	2	0	38.38	132	35.8	62
119.03827056	5	1	0	6.5	2	9.66	46
130.042877911	5	2	0	39.01	130	37.36	5
143.046863725	5	2	0	8.18	115	33.59	145
154.052876749	5	1	0	20.44	37	14.84	30
167.056598386	5	2	0	22.99	93	33.51	156
182.060720506	5	1	0	13.82	32	14.04	148
197.063488407	5	1	0	10.98	160	3.39	70
218.069055348	5	1	1	26.46	110	12.88	85
233.072397294	5	2	1	15.65	124	21.71	177
248.075407731	5	1	1	38.38	132	35.8	62
259.078916664	5	1	1	6.45	157	26.57	161
270.083660583	5	1	1	10.98	160	3.39	70
281.08914575	5	2	1	14.77	39	37.41	120
296.092224998	5	2	1	10.57	10	15.06	144
307.096714885	5	2	1	33.19	107	33.16	73
320.099549401	5	1	1	26.05	100	23.67	46
331.105193228	5	1	1	18.96	165	16.15	65
346.109324458	5	1	1	36.49	64	36.71	87
359.112879769	5	2	1	31.2	112	30.8	55
372.116660319	5	1	1	29.77	151	16.12	45
387.121900435	5	1	1	17.21	165	15.37	31
400.127438976	5	1	1	13.36	119	2.68	62
