onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.007011813	5	1	1	39.01	130	37.36	5
30.010367028	5	1	1	32.9	35	19.12	1
45.014864724	5	2	1	5.37	28	22.65	145
60.018783949	5	1	1	35.1	29	35.39	49
75.024477356	5	2	1	20.99	52	28.19	167
86.027073346	5	2	1	26.6	150	38.83	152
101.031195449	5	1	1	25.16	35	23.03	17
112.038202901	5	1	1	32.1	136	14.34	40
125.042623024	5	2	1	19.32	89	37.09	171
138.043992604	5	1	1	23.4	59	23.9	180
149.048346732	5	1	1	23.83	175	17.51	65
164.052877434	5	2	1	1.64	138	7.95	145
175.057968441	5	2	1	22.99	93	33.51	156
188.060957023	5	1	1	19.41	73	19.51	103
199.064419598	5	2	1	14.52	80	18.53	99
218.071911963	5	2	0	28.08	176	27.39	50
229.074464441	5	2	0	17.21	165	15.37	31
242.080550718	5	2	0	12.58	48	23.74	123
253.08397566	5	1	0	28.84	106	13.24	103
264.091609318	5	2	0	17.78	29	39.47	136
275.095337624	5	1	0	33.37	143	14.63	51
288.099927912	5	1	0	4.66	2	4.9	135
303.104554521	5	1	0	36.16	169	20.65	137
318.107264927	5	2	0	12.73	57	15.5	66
331.110063446	5	2	0	23.5	103	23	0
342.113543837	5	2	0	17.96	136	21.62	171
355.116283999	5	2	0	8.95	38	18.51	90
368.12414008	5	2	0	8.77	6	14.42	68
383.130706516	5	1	0	25.35	159	12.96	75
398.13520188	5	1	0	32.9	35	19.12	1
