onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.005288172	5	2	0	15.71	35	21.33	59
32.007386308	5	1	0	11.58	105	13.17	142
47.012255456	5	2	0	19.34	48	34.02	66
60.014907439	5	1	0	20.36	37	21.58	161
71.018843096	5	2	0	0.48	87	6.08	109
84.022848011	5	2	0	9.92	46	27.56	93
99.028313103	5	2	0	18.96	165	16.15	65
110.031957338	5	1	0	33.6	106	14.94	61
121.036515002	5	2	0	14.52	80	18.53	99
136.039930225	5	1	0	33.21	31	34.57	142
151.042534567	5	2	0	17.56	110	17.37	52
164.047596667	5	1	0	27	134	8.4	86
175.053469377	5	2	0	2.75	3	21.3	137
188.057976733	5	2	0	18.42	93	28.94	96
199.061163529	5	2	0	6.71	79	3.78	17
218.067724209	5	1	1	33.37	143	14.63	51
233.072405693	5	2	1	13.06	148	12.79	14
248.076520785	5	2	1	16.81	6	17.5	44
259.07971526	5	1	1	31.35	113	24.26	10
272.086026121	5	1	1	24.61	153	10.25	112
283.089045425	5	1	1	7.05	25	7.9	75
298.092590224	5	2	1	24.21	167	22.81	15
311.097104923	5	2	1	23.5	103	23	0
322.100844919	5	2	1	26.73	128	25.87	3
337.105918273	5	1	1	32.68	102	6.01	19
348.11252445	5	2	1	20.88	126	20.26	2
361.116872586	5	1	1	29.26	125	16.72	54
374.1203025	5	2	1	22.7	63	31.41	93
389.125152765	5	1	1	4.66	2	4.9	135
400.126948951	5	1	1	35.43	163	25.52	79
