onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.006401697	5	2	1	25.5	167	15.94	0
28.01027951	5	2	1	4.69	15	7.7	54
43.016227278	5	1	1	15.56	35	30.62	156
56.022014984	5	1	1	22.07	76	12.9	42
71.026536585	5	2	1	22.12	144	19.5	67
82.032091684	5	1	1	19.12	9	27.59	156
97.0367673	5	1	1	35.82	38	39.56	99
112.040895678	5	2	1	12.46	145	6.7	40
125.044705873	5	2	1	32.23	170	23.23	130
138.049199009	5	1	1	34.25	8	39.58	56
151.05539952	5	2	1	4.48	12	9.42	34
166.059000232	5	1	1	18.92	40	7.62	16
179.063970817	5	1	1	30.75	33	39.12	133
190.066681883	5	2	1	36.21	162	23.46	81
201.072021031	5	1	1	21.18	94	34.96	113
218.075832959	5	1	0	7.02	8	8.57	97
233.079148263	5	1	0	39.8	114	5.65	10
246.082498241	5	2	0	16.03	22	21.38	153
259.087591769	5	1	0	13.7	168	1.82	13
272.091358101	5	2	0	20.05	150	26.5	160
287.095038262	5	2	0	34.25	8	39.58	56
298.100006529	5	2	0	9.86	35	18.52	121
313.103896623	5	2	0	25.68	40	37.53	157
328.109241855	5	1	0	36.54	122	15.92	48
343.114523445	5	2	0	12.9	92	30.57	155
354.118773152	5	2	0	12.91	34	22.36	165
365.121904455	5	1	0	39.11	115	17.17	50
378.12719369	5	2	0	3.5	52	15.84	163
389.130865188	5	2	0	8.98	153	7.11	21
400.133926092	5	2	0	6.86	21	12.17	67
