onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.009499442	5	1	1	26.39	62	11.61	12
28.012768534	5	2	1	20.05	150	26.5	160
41.014952841	5	2	1	3.73	44	8.67	67
56.018671318	5	1	1	39.69	139	15.88	95
71.02198216	5	2	1	19.12	48	38.51	112
84.02470526	5	2	1	26.76	167	20.08	67
95.028887006	5	1	1	18.84	33	27.4	112
108.032685296	5	1	1	17.4	6	26.6	116
119.034997884	5	1	1	20.47	38	26.94	161
134.040730035	5	1	1	22.25	109	34.39	175
147.044326569	5	2	1	11.21	32	37.78	107
162.049392949	5	2	1	5.92	68	15.93	134
177.054339191	5	2	1	39.67	122	34.29	47
188.059665733	5	1	1	39.8	114	5.65	10
201.065526025	5	2	1	18.78	115	12.08	88
218.070450953	5	1	0	26.39	62	11.61	12
229.073414411	5	1	0	36.08	160	24.2	5
242.078176068	5	2	0	13.85	100	34.31	163
257.08185435	5	2	0	18.21	47	27.21	93
272.085626845	5	1	0	23.15	143	17.59	25
285.090408628	5	2	0	39.67	122	34.29	47
300.094541817	5	2	0	19.89	30	31.15	155
313.098868241	5	2	0	9.72	128	14.56	138
324.103491992	5	2	0	38.46	175	31.66	58
335.105836519	5	2	0	15.56	35	30.62	156
348.109996731	5	1	0	31.16	80	14.04	50
359.114662792	5	2	0	23.9	20	30.59	131
374.120290091	5	2	0	4.69	15	7.7	54
387.125052434	5	2	0	21.18	94	34.96	113
402.131769393	5	2	0	22.25	109	34.39	175
