onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.0062201	5	1	0	35.06	171	14.15	86
32.010897647	5	2	0	10.17	56	23.56	139
43.016551269	5	2	0	2.93	176	2.91	77
56.020754762	5	2	0	12.61	16	25.38	61
71.024927906	5	1	0	22.13	41	26.8	127
84.029517422	5	2	0	23.48	146	37.74	153
95.031511006	5	2	0	2.5	0	39.89	146
106.033853132	5	1	0	36.47	95	27.07	48
117.036642527	5	1	0	13.78	101	3.47	86
128.041059301	5	1	0	32.06	8	38.38	84
141.043998983	5	1	0	30.2	38	31.62	99
154.045983579	5	2	0	30.89	171	21.47	42
177.055957166	5	1	0	28.26	142	9.6	47
192.061873445	5	1	0	15.66	2	16.69	170
207.066684111	5	2	0	21.79	165	18.77	38
228.07248909	5	1	1	6.99	77	23.87	161
243.07822999	5	2	1	32.41	140	23.22	105
256.081163096	5	2	1	36.76	166	32.45	18
267.08479205	5	1	1	11.35	20	11.42	61
282.089255959	5	1	1	14.86	46	15.76	163
295.091849415	5	2	1	17.35	160	30.99	165
306.09884073	5	1	1	3.41	32	28.05	141
321.100417672	5	2	1	18.29	76	23.77	85
332.104775964	5	1	1	32.69	58	37.52	142
347.108934985	5	1	1	23.72	71	27	177
360.1148929	5	1	1	17.59	44	5.29	12
375.117575138	5	1	1	6.64	8	7.14	59
388.122606646	5	1	1	12.61	16	25.38	61
401.128576606	5	1	1	24.02	7	30.71	168
412.134094157	5	2	1	34.01	147	5.74	22
