onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.008693906	5	1	0	39.58	157	27.84	85
30.013936268	5	1	0	19.18	37	19.75	96
45.017990159	5	1	0	32.69	58	37.52	142
58.023061292	5	1	0	21.76	47	32.01	178
71.025837901	5	1	0	8.58	96	3.1	82
82.029626188	5	1	0	23.72	71	27	177
93.031728696	5	1	0	26.25	154	13.93	42
104.036647991	5	2	0	18.85	164	13.34	14
119.040482248	5	2	0	23.09	37	37.13	46
130.043079116	5	2	0	0.36	40	7.15	133
143.04749244	5	1	0	24.02	7	30.71	168
158.051590792	5	2	0	6.06	5	20.75	52
171.055874773	5	2	0	5.15	44	18.13	65
186.057251467	5	2	0	3.53	22	15.16	103
201.061937342	5	2	0	30.67	125	22.87	18
218.068342113	5	2	1	5.74	4	32.8	74
231.07342653	5	1	1	9.77	177	1.18	167
242.079042902	5	2	1	37.52	88	36.84	37
257.082934771	5	1	1	28.44	67	32.07	108
268.088170931	5	2	1	7.33	107	10.77	116
279.090893944	5	2	1	15.21	66	9.79	6
292.094950366	5	2	1	18.17	162	6.57	126
303.099668632	5	1	1	35.64	150	10.87	133
318.103841629	5	1	1	1.97	10	15.76	162
333.108557509	5	2	1	35.65	105	27.83	8
346.113855101	5	2	1	15.55	75	13.03	17
359.117614975	5	1	1	13.78	101	3.47	86
374.121630955	5	1	1	22.13	41	26.8	127
389.125505086	5	2	1	27.9	172	17.62	26
400.129115788	5	2	1	3.1	23	19.25	78
