onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.007348403	5	1	0	37.9	42	38.93	72
28.011110724	5	2	0	17.35	160	30.99	165
41.013417734	5	2	0	1.97	10	15.76	162
52.016244167	5	1	0	10.52	14	23.07	173
63.02090643	5	2	0	3.1	23	19.25	78
74.024661692	5	1	0	23.45	84	29.74	117
89.02646709	5	1	0	31.89	159	10.82	147
102.028737194	5	2	0	21.83	115	14.99	41
117.029913781	5	1	0	17.87	55	23	141
132.033637319	5	2	0	17.18	48	10.23	0
145.036531994	5	2	0	8.87	55	27.5	85
158.038743396	5	1	0	26.23	11	32.65	137
173.040775148	5	1	0	22.64	49	26.45	142
184.045585372	5	2	0	0.23	81	12.42	148
197.049158155	5	1	0	23.84	19	28.11	61
218.055026713	5	1	1	37.9	42	38.93	72
231.062309849	5	2	1	23.48	146	37.74	153
244.066746249	5	2	1	28	109	23.21	19
259.073866499	5	2	1	0.36	40	7.15	133
270.076877704	5	1	1	31.89	159	10.82	147
281.081396969	5	1	1	17.91	93	28.04	116
292.085329013	5	1	1	10.17	56	23.56	139
307.091389521	5	1	1	23.84	19	28.11	61
320.096718732	5	1	1	24.66	28	25.81	77
335.101906384	5	1	1	15.66	2	16.69	170
348.105462262	5	1	1	37.33	167	14.84	153
361.110153478	5	2	1	1.49	103	14.61	158
376.11404387	5	2	1	17.18	48	10.23	0
391.119686421	5	1	1	13.17	83	33.71	148
402.123282589	5	1	1	5.81	41	0.75	19
