onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.007776216	5	2	1	33.36	88	31.03	38
32.011887319	5	2	1	36.47	95	27.07	48
47.014054997	5	2	1	26.25	154	13.93	42
62.018293523	5	2	1	35.54	94	12.28	29
73.023183651	5	1	1	30.91	14	37.01	90
86.026307937	5	1	1	3.53	22	15.16	103
99.03022644	5	1	1	23.45	84	29.74	117
112.034050167	5	1	1	24.65	97	30.5	154
123.040799543	5	2	1	30.36	156	28.03	59
134.04672386	5	2	1	7.08	112	5.33	4
149.051433423	5	2	1	5.15	44	18.13	65
160.056752053	5	2	1	18.85	164	13.34	14
173.060157415	5	1	1	11.2	105	18	140
186.063719412	5	2	1	21.79	165	18.77	38
201.069878695	5	1	1	8.58	96	3.1	82
218.079281156	5	1	0	30.91	14	37.01	90
233.082478832	5	2	0	19.84	54	29.92	151
248.084727179	5	1	0	31.09	176	18.35	173
261.088482943	5	2	0	2.08	55	38.05	171
274.094672693	5	2	0	15.21	66	9.79	6
285.098025786	5	1	0	11.62	91	24.24	179
300.101614791	5	2	0	17.91	93	28.04	116
315.103646388	5	1	0	6.64	8	7.14	59
326.108041937	5	2	0	37.52	88	36.84	37
337.111203298	5	1	0	35.54	94	12.28	29
350.116077054	5	2	0	32.81	156	27.58	47
363.12084125	5	2	0	8.72	24	27.41	114
374.125033276	5	2	0	28	109	23.21	19
389.12988795	5	2	0	7.08	112	5.33	4
402.134622945	5	1	0	12.59	58	5.14	36
