onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.006982832	5	2	0	15.93	12	20.42	28
30.013218843	5	2	0	27.73	40	30.7	77
41.016229731	5	1	0	36.88	9	38.84	140
56.021319785	5	2	0	16.89	173	14.53	24
69.025954151	5	2	0	37.97	156	36.26	76
84.030102864	5	1	0	11.82	141	1.78	34
97.034549084	5	2	0	5.69	133	4.55	22
110.039522778	5	1	0	32.02	106	1.19	27
125.044274077	5	2	0	1.05	74	10.56	129
140.04910927	5	1	0	33.02	146	24.29	98
155.053626262	5	2	0	29.62	138	28.27	64
166.059596636	5	1	0	33.7	176	21.84	63
177.063150328	5	1	0	26.97	125	23.07	118
190.066180653	5	1	0	28.71	148	28.95	175
201.071907869	5	2	0	2.81	9	6.7	26
218.075500884	5	1	1	32.02	106	1.19	27
233.081455281	5	2	1	16.12	23	18.75	92
246.087684056	5	2	1	12.61	5	15.44	80
261.091751258	5	1	1	14.18	148	8.37	106
274.09425635	5	1	1	38.54	21	39.65	135
285.098279398	5	2	1	13.02	92	15.29	168
296.103319458	5	1	1	29.44	119	22.36	89
311.106313584	5	2	1	37.97	156	36.26	76
324.111198996	5	2	1	35.11	83	34.18	4
337.115396707	5	1	1	17.26	28	38.1	158
352.118742756	5	1	1	11.1	0	12.76	75
365.122875763	5	2	1	14.12	37	25.97	141
376.127528155	5	1	1	24.99	179	2.45	16
387.130493573	5	2	1	22.93	133	31.76	150
402.134940603	5	2	1	37.16	108	39.63	153
