onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.006921627	5	2	0	9.5	6	18.97	129
28.010696988	5	2	0	9.09	117	8.55	100
43.016287967	5	1	0	26.29	114	16.89	3
56.021101843	5	2	0	26.07	1	30.48	3
67.025931928	5	2	0	11.08	58	17.63	108
80.02882776	5	1	0	28.7	140	19.39	53
93.030343719	5	1	0	28.06	164	14.96	14
108.034206139	5	1	0	29.02	134	21.31	4
119.037195022	5	1	0	20.18	58	8.2	48
132.041000203	5	2	0	15.01	92	28.95	120
147.044232466	5	2	0	30.23	26	33.34	86
162.049956771	5	2	0	0.9	62	3.98	127
177.05419685	5	2	0	4.53	16	13.76	121
190.059136567	5	1	0	32.67	117	16.3	47
201.063250961	5	2	0	12.52	62	11.35	8
218.071086913	5	1	1	32.53	180	16.35	61
231.07469278	5	1	1	26.22	89	12.31	6
244.08124467	5	1	1	29.48	120	15.37	85
259.084725816	5	2	1	0.89	96	4.13	106
272.088708262	5	2	1	16.48	18	19.44	87
283.090408095	5	2	1	27.36	7	35.82	130
298.094768717	5	2	1	14.07	36	16.99	70
309.100539383	5	1	1	29.02	134	21.31	4
324.105962343	5	2	1	30.23	26	33.34	86
335.109885899	5	2	1	33.18	49	35.72	61
348.113618764	5	1	1	28.97	156	9.71	134
361.117806863	5	2	1	1.05	74	10.56	129
376.122602334	5	2	1	29.62	138	28.27	64
387.127654519	5	2	1	16.34	150	15.2	54
402.130634451	5	2	1	6.13	36	9.66	124
