onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.00741966	5	2	0	15.55	150	12.95	77
32.010464689	5	2	0	14.24	27	18.75	143
43.014020026	5	2	0	3.7	20	13.67	135
56.019002792	5	2	0	10.55	68	20.77	143
69.021279853	5	1	0	12.42	36	24.93	47
84.024702415	5	2	0	6.72	68	11.18	74
97.028156287	5	1	0	12.2	1	13.41	146
112.030540031	5	1	0	15.56	52	29.72	121
123.034463137	5	2	0	5.99	131	1.5	114
134.037799352	5	1	0	34.79	153	26.47	103
145.040570334	5	1	0	38.16	53	39.33	122
156.042907319	5	1	0	23.21	13	23.37	28
171.046758858	5	1	0	23.94	156	31.81	157
184.050137126	5	2	0	21.63	59	26.66	70
197.056391896	5	2	0	24.07	141	20.19	109
218.064361802	5	1	1	37.46	153	35.29	19
233.06865496	5	1	1	35.7	171	21.17	147
246.071900356	5	1	1	23.16	58	21.09	2
257.074965898	5	2	1	17.52	71	23.76	176
272.078966763	5	1	1	32.87	66	35.22	94
285.084076433	5	1	1	1.94	86	16.93	155
296.088690964	5	2	1	16.04	128	7.85	60
311.093076717	5	2	1	15.56	52	29.72	121
322.098784925	5	2	1	14.8	6	35.56	135
335.103590139	5	2	1	26.63	20	27.74	179
346.107907342	5	2	1	21.08	122	7.16	30
357.113897097	5	1	1	18.98	78	22.77	105
370.118542208	5	2	1	16.89	13	17.55	125
385.124228817	5	2	1	20.35	166	17.75	44
400.129078995	5	2	1	28.48	63	36.05	135
