onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.007454079	5	1	0	32.98	21	37.88	66
28.012627704	5	1	0	20.36	37	21.58	161
41.017730829	5	2	0	25.14	151	14.56	92
52.022394518	5	1	0	38.19	169	12.39	166
63.029002764	5	1	0	19.51	7	38.42	55
74.033123065	5	1	0	34.36	79	39.6	93
97.045768875	5	2	0	23.74	46	13.81	1
122.052762827	5	2	0	6.81	102	6.02	27
137.056903347	5	1	0	8.95	38	18.51	90
150.062287744	5	1	0	31.01	15	33.15	177
161.066105911	5	1	0	21.26	79	32.56	132
174.07141007	5	1	0	19.32	89	37.09	171
187.076616712	5	2	0	32.9	35	19.12	1
202.084513609	5	1	0	11.58	105	13.17	142
217.088190367	5	2	0	38.17	160	34.72	43
238.095209055	5	1	1	27.03	18	28.72	86
251.098378112	5	2	1	24.61	153	10.25	112
266.103698276	5	1	1	33.98	74	18.68	6
281.107222568	5	1	1	20.36	37	21.58	161
316.11984115	5	1	1	7.91	168	1.73	151
327.125618774	5	2	1	24.8	25	37.09	71
342.12896943	5	1	1	6.95	96	9.96	150
353.133521447	5	2	1	6.49	9	22.32	127
366.137348504	5	2	1	19.34	48	34.02	66
379.142222104	5	1	1	13.96	26	15.8	105
390.145035891	5	1	1	34.82	63	29.75	55
405.151700623	5	2	1	6.33	117	13.5	128
416.154776601	5	1	1	23.74	46	13.81	1
429.159754671	5	2	1	15.07	73	14.45	5
