onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.008839454	5	1	1	26.46	110	12.88	85
32.013040728	5	2	1	8.77	6	14.42	68
47.016112304	5	2	1	0.47	25	2.14	112
58.020973733	5	2	1	6.45	157	26.57	161
69.025143128	5	2	1	6.53	139	14.55	155
80.030827309	5	1	1	30.19	167	6.96	47
95.032888137	5	1	1	28.45	101	23.4	31
106.038137427	5	2	1	6.81	102	6.02	27
119.042849512	5	2	1	38.48	158	37.84	10
130.045559997	5	1	1	15.01	154	12.18	138
145.05086591	5	2	1	24.95	152	23.32	25
158.053892726	5	1	1	13.82	32	14.04	148
171.058103753	5	2	1	13.52	123	25.62	125
186.063014344	5	2	1	21.92	139	19.84	34
199.067006062	5	2	1	5.07	36	15.96	143
218.074848789	5	2	0	36.69	145	15.28	42
229.077675838	5	2	0	18.71	133	31.65	139
242.081222591	5	2	0	5.45	167	27.04	168
257.086010705	5	2	0	27.83	175	25.41	147
268.091323701	5	1	0	8.31	174	0.48	107
279.095319551	5	2	0	18.96	165	16.15	65
292.097727326	5	2	0	27.3	178	26.22	32
305.102261424	5	1	0	10.57	10	15.06	144
320.107114956	5	2	0	36.97	128	31.58	59
331.113352204	5	2	0	38.48	158	37.84	10
344.115969651	5	2	0	38.38	132	35.8	62
355.120369293	5	2	0	13.36	119	2.68	62
368.12525395	5	2	0	28.42	15	35.44	24
383.129601714	5	2	0	26.74	148	21.29	34
398.132503432	5	1	0	7.74	25	23.13	163
