onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.0060208	5	1	1	18.96	165	16.15	65
30.010409815	5	1	1	36.69	145	15.28	42
41.016370697	5	2	1	5.37	28	22.65	145
54.02030311	5	1	1	17.34	132	13.18	29
65.023568553	5	2	1	3.99	1	13.27	76
76.02698528	5	1	1	31.35	113	24.26	10
91.029081995	5	1	1	8.31	174	0.48	107
104.031280948	5	2	1	10.57	10	15.06	144
119.034722811	5	2	1	20.88	126	20.26	2
134.041805691	5	1	1	16.61	179	6.54	146
147.044405171	5	1	1	27.5	144	21.04	14
162.048156095	5	1	1	34.09	105	28.29	43
173.053364298	5	1	1	25.16	35	23.03	17
186.060937173	5	2	1	14.77	39	37.41	120
201.065311809	5	1	1	36.49	64	36.71	87
218.071903883	5	2	0	13.52	123	25.62	125
229.076845787	5	1	0	18.26	6	20.54	160
242.080249952	5	2	0	28.4	119	25.85	90
253.082748808	5	2	0	25.16	35	23.03	17
268.085904925	5	2	0	8.63	5	16.68	56
283.092639827	5	1	0	14.61	19	23.4	171
296.097048713	5	2	0	34.82	63	29.75	55
311.101177099	5	1	0	25.6	69	38.32	142
322.104444885	5	1	0	15.65	124	21.71	177
337.10997521	5	1	0	27.03	18	28.72	86
350.1155405	5	1	0	29.98	18	31.8	163
363.120577318	5	1	0	3.99	1	13.27	76
378.125989883	5	2	0	19.34	48	34.02	66
389.12980448	5	1	0	19.18	15	20.31	135
400.134810978	5	2	0	12.7	177	24.7	179
