onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.006391517	5	2	1	25.6	69	38.32	142
32.01086931	5	2	1	32.98	21	37.88	66
45.013620172	5	2	1	15.65	124	21.71	177
60.018086473	5	1	1	32.18	161	22.82	87
71.020931436	5	2	1	26.73	128	25.87	3
84.025537605	5	1	1	30.3	140	25.24	15
99.027483069	5	2	1	14.61	19	23.4	171
110.032909822	5	1	1	8.37	48	9.82	57
125.037257126	5	1	1	24.07	87	24.63	166
136.044156387	5	1	1	28.4	119	25.85	90
147.048450229	5	2	1	22.99	93	33.51	156
160.053112983	5	2	1	14.52	80	18.53	99
173.057008685	5	1	1	31.26	78	25.24	20
188.060487185	5	1	1	10.98	160	3.39	70
201.064894678	5	2	1	24.54	98	23.76	38
218.071041663	5	2	0	24.8	25	37.09	71
229.076650608	5	2	0	5.89	144	31.11	180
240.081081297	5	2	0	32.24	94	15.22	47
253.087029612	5	1	0	23.4	59	23.9	180
268.091753202	5	1	0	6.95	96	9.96	150
281.09374126	5	1	0	26.46	110	12.88	85
292.095902682	5	2	0	30.19	167	6.96	47
307.100124666	5	2	0	10.98	160	3.39	70
322.103540742	5	2	0	34.08	145	29.11	58
337.106171676	5	1	0	23.35	83	38.83	151
350.110684799	5	2	0	38.02	92	28.23	59
363.113051676	5	2	0	6.71	79	3.78	17
374.120570851	5	1	0	33.62	80	37.17	174
387.126528302	5	1	0	32.71	20	33.13	110
402.130906804	5	2	0	31.26	78	25.24	20
