onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.007244266	5	2	0	34.09	105	28.29	43
28.009847852	5	1	0	22.99	93	33.51	156
39.013614344	5	1	0	13.82	32	14.04	148
54.016467172	5	1	0	0.47	25	2.14	112
67.020776244	5	2	0	25.35	159	12.96	75
82.022827552	5	2	0	36.27	164	35.35	57
93.026643368	5	1	0	13.96	26	15.8	105
104.031303337	5	2	0	32.18	161	22.82	87
119.034973734	5	2	0	24.61	153	10.25	112
134.041240772	5	1	0	35.1	29	35.39	49
147.044156325	5	2	0	24.95	152	23.32	25
160.050501074	5	2	0	23.83	175	17.51	65
175.056083138	5	1	0	35.79	6	38.02	174
188.058874977	5	2	0	30.3	140	25.24	15
201.063433251	5	1	0	8.37	48	9.82	57
218.070525916	5	2	1	36.9	137	36.34	70
229.073799654	5	1	1	32.71	20	33.13	110
242.078979018	5	2	1	12.58	48	23.74	123
257.084366601	5	1	1	6.71	79	3.78	17
272.086751722	5	2	1	20.5	152	35.2	154
283.088034161	5	2	1	5.45	167	27.04	168
294.091846604	5	1	1	19.18	15	20.31	135
307.094129699	5	2	1	34.36	79	39.6	93
322.100344397	5	2	1	29.98	18	31.8	163
333.104315889	5	2	1	1.64	138	7.95	145
344.108056457	5	2	1	11.58	105	13.17	142
357.113665454	5	2	1	8.63	5	16.68	56
370.117751761	5	2	1	5.89	144	31.11	180
385.121974138	5	1	1	13.36	119	2.68	62
398.127378635	5	2	1	7.74	25	23.13	163
