onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.00702153	5	1	0	14.61	43	19.11	102
28.011618253	5	2	0	31.35	113	24.26	10
41.014745972	5	2	0	14.77	39	37.41	120
52.018981512	5	2	0	25.33	151	25.28	80
67.021861649	5	1	0	29.77	151	16.12	45
82.02614119	5	1	0	35.1	29	35.39	49
95.028247042	5	1	0	10.45	105	4.12	44
110.032351092	5	1	0	8.31	174	0.48	107
121.038330284	5	2	0	12.94	32	32.86	117
136.044154882	5	1	0	16.81	6	17.5	44
149.050307156	5	1	0	31.01	15	33.15	177
162.053988957	5	1	0	38.02	92	28.23	59
177.058873333	5	2	0	12.89	60	34.28	117
188.064939055	5	1	0	35.92	111	22.96	19
199.068107203	5	1	0	19.41	73	19.51	103
218.072023543	5	1	1	19.64	114	21.37	130
231.077115728	5	2	1	17.78	29	39.47	136
242.081723247	5	2	1	13.72	79	32.63	163
255.085977874	5	1	1	6.71	79	3.78	17
266.090688267	5	2	1	25.49	76	35.32	174
277.096522819	5	1	1	20.44	37	14.84	30
292.100995225	5	2	1	28.42	15	35.44	24
305.106846628	5	2	1	6.5	2	9.66	46
320.111959141	5	2	1	6.81	102	6.02	27
335.11568601	5	2	1	8.95	38	18.51	90
348.120377655	5	1	1	26.74	148	21.29	34
363.124516992	5	2	1	14.61	43	19.11	102
374.128580012	5	2	1	35.35	33	39.32	168
387.1320163	5	2	1	12.89	60	34.28	117
402.136193254	5	2	1	17.56	110	17.37	52
