onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.009475608	5	2	0	36.72	55	36.5	5
28.013947115	5	1	0	39.54	147	26.57	64
41.017165236	5	2	0	7.1	88	3.45	2
52.022548217	5	1	0	20.45	6	21.25	97
63.027520298	5	2	0	32.26	156	30.54	107
76.030414976	5	2	0	26.25	48	33.13	161
89.035532642	5	2	0	27.98	58	32.88	169
100.042945138	5	1	0	33.56	116	16.96	57
115.046056632	5	1	0	38	148	2.53	104
130.051556836	5	1	0	38.89	162	27.88	79
141.054405346	5	1	0	34.97	165	29.03	160
156.058944881	5	1	0	30.06	8	30.59	90
171.063190474	5	1	0	4.39	68	9.49	137
184.067240555	5	2	0	0.23	134	31.04	143
199.071257534	5	2	0	23.03	39	39.14	143
218.077326503	5	2	1	4.39	68	9.49	137
233.079631383	5	1	1	7.1	88	3.45	2
248.082380329	5	1	1	37.72	129	30.66	90
261.084940238	5	2	1	0.26	125	9.42	173
276.089237141	5	2	1	35.36	85	36.6	168
291.092805421	5	1	1	33.56	116	16.96	57
304.095448069	5	1	1	30.32	43	25.59	21
319.098504226	5	2	1	0.23	134	31.04	143
332.102572902	5	1	1	32.26	156	30.54	107
343.109304868	5	2	1	18.96	130	39.64	154
356.113418584	5	2	1	13.9	4	34.33	142
369.117555384	5	2	1	6.92	44	34.92	117
380.120881376	5	2	1	13.04	69	16.08	160
391.125054793	5	1	1	35.79	170	15.84	37
402.132406904	5	2	1	27.98	58	32.88	169
