onset	duration	choice	agent	money_left	delay_left	money_right	delay_right
17.008184835	5	2	0	19.74	54	25.57	174
32.012057805	5	1	0	15.96	9	16.47	86
45.015159083	5	1	0	26.41	147	21.04	2
58.020669382	5	2	0	14.74	156	15.68	179
73.024193709	5	1	0	28.61	119	31.35	160
84.027070557	5	1	0	16.43	31	15.76	16
99.031962722	5	2	0	13.56	34	21.73	80
112.035683826	5	2	0	39.9	162	39.16	21
123.041100693	5	2	0	12.58	135	11.61	47
134.047810535	5	1	0	22.43	66	8.75	46
149.05505724	5	2	0	11.82	10	16.93	93
164.057471334	5	1	0	27.33	86	12.4	20
177.062273573	5	2	0	10.26	45	14.43	55
190.064855956	5	2	0	28.78	26	34.2	140
201.069296789	5	2	0	20.31	7	30.95	87
218.075375042	5	1	1	29.53	156	12.51	23
229.080073672	5	2	1	19.11	1	21.98	57
240.082927082	5	2	1	17.11	15	21.58	47
255.085530183	5	2	1	10.26	45	14.43	55
270.090266385	5	1	1	13.75	143	9.07	98
285.09289058	5	1	1	15.96	9	16.47	86
300.096495863	5	1	1	28.66	143	16.37	53
313.100527613	5	2	1	21.01	154	19.95	37
324.10369204	5	1	1	25.83	64	26.64	118
337.10464637	5	1	1	30.24	84	19.46	40
350.108616641	5	1	1	30.34	63	21.11	2
361.112712574	5	2	1	4.32	53	16.07	119
374.117557354	5	1	1	20.29	72	21.64	160
387.120736259	5	2	1	21.89	42	30.92	142
398.124002836	5	1	1	22.43	66	8.75	46
